_id,SeriesSimilarity,AuthorSimilarity,AnnotationSimilarity,ISBN2,ISBN1
ObjectId("5c5b2c819d10910cec54c2dd"),0,0,0.004403949504385242,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2de"),0,0,0.010135335522257033,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2df"),0,0,0.017103847176333693,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e0"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e1"),0,0,0.011263550555892479,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e2"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e3"),0,0,0.03397371794862423,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e4"),0,0,0.016174767966805073,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e5"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e6"),0,0,0.021365395495981675,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e7"),0,0,0.01926167718866077,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e8"),0,0,0.023703405113793707,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2e9"),0,0,0.025517445196765222,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2ea"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2eb"),0,0,0.01936987639923538,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2ec"),0,0,0.01878232136582484,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2ed"),0,0,0.015841563713038388,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2ee"),0,0,0.05263572898197602,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2ef"),0,0,0.010107909861395273,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f0"),0,0,0.038419742878114206,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f1"),0,0,0.03648415451542676,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f2"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f3"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f4"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f5"),0,0,0.03115840134459615,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f6"),0,0,0.011317723071268243,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f7"),0,0,0.0053704608322851085,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f8"),0,0,0.025550183403248713,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2f9"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2fa"),0,0,0.0060835657813364,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2fb"),0,0,0.016130867914201825,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2fc"),0,0,0.013591597749660959,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2fd"),0,0,0.0072808642169918305,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2fe"),0,0,0.010343913989068773,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c2ff"),0,0,0.01904666266441643,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c300"),0,0,0.054453365969441336,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c301"),0,0,0.04518941681752522,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c302"),0,0,0.029282709239618378,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c303"),0,0,0.01762624210060098,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c304"),0,0,0.006888967801138215,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c305"),0,0,0.04131526338981878,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c306"),0,0,0.0019536907189671455,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c307"),0,0,0.021691587434991725,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c308"),0,0,0.03958962027716474,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c309"),0,0,0.05183157475349717,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c30a"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c30b"),0,0,0.022639383181803783,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c30c"),0,0,0.03241499818723807,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c30d"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c30e"),0,0,0.017216740364150145,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c30f"),0,0,0.041338308543793195,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c310"),0,0,0,9780000000000,9780000000000
ObjectId("5c5b2c819d10910cec54c311"),0,0,0,9780000000000,9780000000000
ObjectId("5c5b2c819d10910cec54c312"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c313"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c314"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c315"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c316"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c317"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c318"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c319"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c31a"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c31b"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c31c"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c31d"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c31e"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c31f"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c320"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c321"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c322"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c323"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c324"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c325"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c326"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c327"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c328"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c329"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c32a"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c32b"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c32c"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c32d"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c32e"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c32f"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c330"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c331"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c332"),0,0,0.01729610364571267,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c333"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c334"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c335"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c336"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c337"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c338"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c339"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c33a"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c33b"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c33c"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c33d"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c33e"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c33f"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c340"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c341"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c342"),0,0,0.008935488057389985,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c343"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c344"),0,0,0.012308683231111546,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c345"),0,0,0.01734224908923563,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c346"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c347"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c348"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c349"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c34a"),0,0,0.01253386682411358,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c34b"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c34c"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c34d"),0,0,0.010219816466600348,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c34e"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c34f"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c350"),0,0,0.015774470542092016,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c351"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c352"),0,0,0.008516440065659108,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c353"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c354"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c355"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c356"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c357"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c358"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c359"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c35a"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c35b"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c35c"),0,0,0.058591040465053104,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c35d"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c35e"),0,0,0.008803208545137008,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c35f"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c360"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c361"),0,0,0.010905091049403102,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c362"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c363"),0,0,0.012130033878382483,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c364"),0,0,0.03069880754085029,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c365"),0,0,0.03430014153500663,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c366"),0,0,0.019351021980997068,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c367"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c368"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c369"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c36a"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c36b"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c36c"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c36d"),0,0,0.030021240045173637,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c36e"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c36f"),0,0,0.023197125373892322,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c370"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c371"),0,0,0,9780000000000,9780000000000
ObjectId("5c5b2c819d10910cec54c372"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c373"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c374"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c375"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c376"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c377"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c378"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c379"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c37a"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c37b"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c37c"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c37d"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c37e"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c37f"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c380"),0,0,0,9780010000000,9780000000000
ObjectId("5c5b2c819d10910cec54c381"),0,0,0,9780010000000,9780000000000
