,ISBN1,ISBN2,SeriesSimilarity,AuthorSimilarity,AnnotationSimilarity
74,9780000000000.0,9780010000000.0,0.0,0.0,0.0
75,9780000000000.0,9780010000000.0,0.0,0.0,0.0
76,9780000000000.0,9780010000000.0,0.0,0.0,0.0
77,9780000000000.0,9780010000000.0,0.0,0.0,0.0
78,9780000000000.0,9780010000000.0,0.0,0.0,0.058591040465053104
79,9780000000000.0,9780010000000.0,0.0,0.0,0.0
80,9780000000000.0,9780010000000.0,0.0,0.0,0.008803208545137008
81,9780000000000.0,9780010000000.0,0.0,0.0,0.0
82,9780000000000.0,9780010000000.0,0.0,0.0,0.0
83,9780000000000.0,9780010000000.0,0.0,0.0,0.010905091049403102
84,9780000000000.0,9780010000000.0,0.0,0.0,0.0
85,9780000000000.0,9780010000000.0,0.0,0.0,0.012130033878382483
86,9780000000000.0,9780010000000.0,0.0,0.0,0.03069880754085029
87,9780000000000.0,9780010000000.0,0.0,0.0,0.03430014153500663
88,9780000000000.0,9780010000000.0,0.0,0.0,0.019351021980997068
89,9780000000000.0,9780010000000.0,0.0,0.0,0.0
90,9780000000000.0,9780010000000.0,0.0,0.0,0.0
91,9780000000000.0,9780010000000.0,0.0,0.0,0.0
92,9780000000000.0,9780010000000.0,0.0,0.0,0.0
93,9780000000000.0,9780010000000.0,0.0,0.0,0.0
94,9780000000000.0,9780010000000.0,0.0,0.0,0.0
95,9780000000000.0,9780010000000.0,0.0,0.0,0.030021240045173637
96,9780000000000.0,9780010000000.0,0.0,0.0,0.0
97,9780000000000.0,9780010000000.0,0.0,0.0,0.023197125373892322
98,9780000000000.0,9780010000000.0,0.0,0.0,0.0
99,9780000000000.0,9780000000000.0,0.0,0.0,0.009989033123111555
100,9780000000000.0,9780000000000.0,0.0,0.0,0.0
101,9780000000000.0,9780000000000.0,0.0,0.0,0.016427692243198958
102,9780000000000.0,9780010000000.0,0.0,0.0,0.02862075668635498
103,9780000000000.0,9780010000000.0,0.0,0.0,0.0
104,9780000000000.0,9780010000000.0,0.0,0.0,0.00680141461025034
105,9780000000000.0,9780010000000.0,0.0,0.0,0.032641166190154156
106,9780000000000.0,9780010000000.0,0.0,0.0,0.008478063683004728
107,9780000000000.0,9780010000000.0,0.0,0.0,0.028923124246082392
108,9780000000000.0,9780010000000.0,0.0,0.0,0.0
109,9780000000000.0,9780010000000.0,0.0,0.0,0.0134698224591096
110,9780000000000.0,9780010000000.0,0.0,0.0,0.04613565405821358
111,9780000000000.0,9780010000000.0,0.0,0.0,0.016984449987059325
112,9780000000000.0,9780010000000.0,0.0,0.0,0.05063411083463803
113,9780000000000.0,9780010000000.0,0.0,0.0,0.01871959906389219
114,9780000000000.0,9780010000000.0,0.0,0.0,0.007811205002504873
115,9780000000000.0,9780010000000.0,0.0,0.0,0.02656975046379697
116,9780000000000.0,9780010000000.0,0.0,0.0,0.030132838513706017
117,9780000000000.0,9780010000000.0,0.0,0.0,0.023856775653610295
118,9780000000000.0,9780010000000.0,0.0,0.0,0.014550566540745703
119,9780000000000.0,9780010000000.0,0.0,0.0,0.02523288706083396
120,9780000000000.0,9780010000000.0,0.0,0.0,0.04944149075536335
121,9780000000000.0,9780010000000.0,0.0,0.0,0.0396128502781502
122,9780000000000.0,9780010000000.0,0.0,0.0,0.01490309108620647
123,9780000000000.0,9780010000000.0,0.0,0.0,0.006876328943448513
124,9780000000000.0,9780010000000.0,0.0,0.0,0.0024011340967705704
125,9780000000000.0,9780010000000.0,0.0,0.0,0.027694181813152804
126,9780000000000.0,9780010000000.0,0.0,0.0,0.01494217799753935
127,9780000000000.0,9780010000000.0,0.0,0.0,0.016151204764722524
128,9780000000000.0,9780010000000.0,0.0,0.0,0.029543467713725655
129,9780000000000.0,9780010000000.0,0.0,0.0,0.026293996078140626
130,9780000000000.0,9780010000000.0,0.0,0.0,0.04626383937735312
131,9780000000000.0,9780010000000.0,0.0,0.0,0.021589978815966124
132,9780000000000.0,9780010000000.0,0.0,0.0,0.01548806843926844
133,9780000000000.0,9780010000000.0,0.0,0.0,0.031186696310151606
134,9780000000000.0,9780010000000.0,0.0,0.0,0.02479635655978915
135,9780000000000.0,9780010000000.0,0.0,0.0,0.0018603203931840452
136,9780000000000.0,9780010000000.0,0.0,0.0,0.018055852092229138
137,9780000000000.0,9780010000000.0,0.0,0.0,0.02531086615750524
138,9780000000000.0,9780010000000.0,0.0,0.0,0.026240965823151708
139,9780000000000.0,9780010000000.0,0.0,0.0,0.0
140,9780000000000.0,9780010000000.0,0.0,0.0,0.012629092282359259
141,9780000000000.0,9780010000000.0,0.0,0.0,0.0018874169386930233
142,9780000000000.0,9780010000000.0,0.0,0.0,0.020051299227843957
143,9780000000000.0,9780010000000.0,0.0,0.0,0.0022357217940704617
144,9780000000000.0,9780010000000.0,0.0,0.0,0.019130063483336644
145,9780000000000.0,9780010000000.0,0.0,0.0,0.011589458504184968
146,9780000000000.0,9780010000000.0,0.0,0.0,0.004403949504385242
147,9780000000000.0,9780010000000.0,0.0,0.0,0.010135335522257033
148,9780000000000.0,9780010000000.0,0.0,0.0,0.017103847176333693
149,9780000000000.0,9780010000000.0,0.0,0.0,0.0
150,9780000000000.0,9780010000000.0,0.0,0.0,0.011263550555892479
151,9780000000000.0,9780010000000.0,0.0,0.0,0.0
152,9780000000000.0,9780010000000.0,0.0,0.0,0.03397371794862423
153,9780000000000.0,9780010000000.0,0.0,0.0,0.016174767966805073
154,9780000000000.0,9780010000000.0,0.0,0.0,0.0
155,9780000000000.0,9780010000000.0,0.0,0.0,0.021365395495981675
156,9780000000000.0,9780010000000.0,0.0,0.0,0.01926167718866077
157,9780000000000.0,9780010000000.0,0.0,0.0,0.023703405113793707
158,9780000000000.0,9780010000000.0,0.0,0.0,0.025517445196765222
159,9780000000000.0,9780010000000.0,0.0,0.0,0.0
160,9780000000000.0,9780010000000.0,0.0,0.0,0.01936987639923538
161,9780000000000.0,9780010000000.0,0.0,0.0,0.01878232136582484
162,9780000000000.0,9780010000000.0,0.0,0.0,0.015841563713038388
163,9780000000000.0,9780010000000.0,0.0,0.0,0.05263572898197602
164,9780000000000.0,9780010000000.0,0.0,0.0,0.010107909861395273
165,9780000000000.0,9780010000000.0,0.0,0.0,0.038419742878114206
166,9780000000000.0,9780010000000.0,0.0,0.0,0.03648415451542676
167,9780000000000.0,9780010000000.0,0.0,0.0,0.0
168,9780000000000.0,9780010000000.0,0.0,0.0,0.0
169,9780000000000.0,9780010000000.0,0.0,0.0,0.0
170,9780000000000.0,9780010000000.0,0.0,0.0,0.03115840134459615
171,9780000000000.0,9780010000000.0,0.0,0.0,0.011317723071268243
172,9780000000000.0,9780010000000.0,0.0,0.0,0.0053704608322851085
173,9780000000000.0,9780010000000.0,0.0,0.0,0.025550183403248713
174,9780000000000.0,9780010000000.0,0.0,0.0,0.0
175,9780000000000.0,9780010000000.0,0.0,0.0,0.0060835657813364
176,9780000000000.0,9780010000000.0,0.0,0.0,0.016130867914201825
177,9780000000000.0,9780010000000.0,0.0,0.0,0.013591597749660959
178,9780000000000.0,9780010000000.0,0.0,0.0,0.0072808642169918305
179,9780000000000.0,9780010000000.0,0.0,0.0,0.010343913989068773
180,9780000000000.0,9780010000000.0,0.0,0.0,0.01904666266441643
181,9780000000000.0,9780010000000.0,0.0,0.0,0.054453365969441336
182,9780000000000.0,9780010000000.0,0.0,0.0,0.04518941681752522
183,9780000000000.0,9780010000000.0,0.0,0.0,0.029282709239618378
184,9780000000000.0,9780010000000.0,0.0,0.0,0.01762624210060098
185,9780000000000.0,9780010000000.0,0.0,0.0,0.006888967801138215
186,9780000000000.0,9780010000000.0,0.0,0.0,0.04131526338981878
187,9780000000000.0,9780010000000.0,0.0,0.0,0.0019536907189671455
188,9780000000000.0,9780010000000.0,0.0,0.0,0.021691587434991725
189,9780000000000.0,9780010000000.0,0.0,0.0,0.03958962027716474
190,9780000000000.0,9780010000000.0,0.0,0.0,0.05183157475349717
191,9780000000000.0,9780010000000.0,0.0,0.0,0.0
192,9780000000000.0,9780010000000.0,0.0,0.0,0.022639383181803783
193,9780000000000.0,9780010000000.0,0.0,0.0,0.03241499818723807
194,9780000000000.0,9780010000000.0,0.0,0.0,0.0
195,9780000000000.0,9780010000000.0,0.0,0.0,0.017216740364150145
196,9780000000000.0,9780010000000.0,0.0,0.0,0.041338308543793195
197,9780000000000.0,9780000000000.0,0.0,0.0,0.0
198,9780000000000.0,9780000000000.0,0.0,0.0,0.0
199,9780000000000.0,9780010000000.0,0.0,0.0,0.0
200,9780000000000.0,9780010000000.0,0.0,0.0,0.0
201,9780000000000.0,9780010000000.0,0.0,0.0,0.0
202,9780000000000.0,9780010000000.0,0.0,0.0,0.0
203,9780000000000.0,9780010000000.0,0.0,0.0,0.0
204,9780000000000.0,9780010000000.0,0.0,0.0,0.0
205,9780000000000.0,9780010000000.0,0.0,0.0,0.0
206,9780000000000.0,9780010000000.0,0.0,0.0,0.0
207,9780000000000.0,9780010000000.0,0.0,0.0,0.0
208,9780000000000.0,9780010000000.0,0.0,0.0,0.0
209,9780000000000.0,9780010000000.0,0.0,0.0,0.0
210,9780000000000.0,9780010000000.0,0.0,0.0,0.0
211,9780000000000.0,9780010000000.0,0.0,0.0,0.0
212,9780000000000.0,9780010000000.0,0.0,0.0,0.0
213,9780000000000.0,9780010000000.0,0.0,0.0,0.0
214,9780000000000.0,9780010000000.0,0.0,0.0,0.0
215,9780000000000.0,9780010000000.0,0.0,0.0,0.0
216,9780000000000.0,9780010000000.0,0.0,0.0,0.0
217,9780000000000.0,9780010000000.0,0.0,0.0,0.0
218,9780000000000.0,9780010000000.0,0.0,0.0,0.0
219,9780000000000.0,9780010000000.0,0.0,0.0,0.0
220,9780000000000.0,9780010000000.0,0.0,0.0,0.0
221,9780000000000.0,9780010000000.0,0.0,0.0,0.0
222,9780000000000.0,9780010000000.0,0.0,0.0,0.0
223,9780000000000.0,9780010000000.0,0.0,0.0,0.0
224,9780000000000.0,9780010000000.0,0.0,0.0,0.0
225,9780000000000.0,9780010000000.0,0.0,0.0,0.0
226,9780000000000.0,9780010000000.0,0.0,0.0,0.0
227,9780000000000.0,9780010000000.0,0.0,0.0,0.0
228,9780000000000.0,9780010000000.0,0.0,0.0,0.0
229,9780000000000.0,9780010000000.0,0.0,0.0,0.0
230,9780000000000.0,9780010000000.0,0.0,0.0,0.0
231,9780000000000.0,9780010000000.0,0.0,0.0,0.01729610364571267
232,9780000000000.0,9780010000000.0,0.0,0.0,0.0
233,9780000000000.0,9780010000000.0,0.0,0.0,0.0
234,9780000000000.0,9780010000000.0,0.0,0.0,0.0
235,9780000000000.0,9780010000000.0,0.0,0.0,0.0
236,9780000000000.0,9780010000000.0,0.0,0.0,0.0
237,9780000000000.0,9780010000000.0,0.0,0.0,0.0
238,9780000000000.0,9780010000000.0,0.0,0.0,0.0
239,9780000000000.0,9780010000000.0,0.0,0.0,0.0
240,9780000000000.0,9780010000000.0,0.0,0.0,0.0
241,9780000000000.0,9780010000000.0,0.0,0.0,0.0
242,9780000000000.0,9780010000000.0,0.0,0.0,0.0
243,9780000000000.0,9780010000000.0,0.0,0.0,0.0
244,9780000000000.0,9780010000000.0,0.0,0.0,0.0
245,9780000000000.0,9780010000000.0,0.0,0.0,0.0
246,9780000000000.0,9780010000000.0,0.0,0.0,0.0
247,9780000000000.0,9780010000000.0,0.0,0.0,0.008935488057389985
248,9780000000000.0,9780010000000.0,0.0,0.0,0.0
249,9780000000000.0,9780010000000.0,0.0,0.0,0.012308683231111546
250,9780000000000.0,9780010000000.0,0.0,0.0,0.01734224908923563
251,9780000000000.0,9780010000000.0,0.0,0.0,0.0
252,9780000000000.0,9780010000000.0,0.0,0.0,0.0
253,9780000000000.0,9780010000000.0,0.0,0.0,0.0
254,9780000000000.0,9780010000000.0,0.0,0.0,0.0
255,9780000000000.0,9780010000000.0,0.0,0.0,0.01253386682411358
256,9780000000000.0,9780010000000.0,0.0,0.0,0.0
257,9780000000000.0,9780010000000.0,0.0,0.0,0.0
258,9780000000000.0,9780010000000.0,0.0,0.0,0.010219816466600348
259,9780000000000.0,9780010000000.0,0.0,0.0,0.0
260,9780000000000.0,9780010000000.0,0.0,0.0,0.0
261,9780000000000.0,9780010000000.0,0.0,0.0,0.015774470542092016
262,9780000000000.0,9780010000000.0,0.0,0.0,0.0
263,9780000000000.0,9780010000000.0,0.0,0.0,0.008516440065659108
264,9780000000000.0,9780010000000.0,0.0,0.0,0.0
265,9780000000000.0,9780010000000.0,0.0,0.0,0.0
266,9780000000000.0,9780010000000.0,0.0,0.0,0.0
267,9780000000000.0,9780010000000.0,0.0,0.0,0.0
268,9780000000000.0,9780010000000.0,0.0,0.0,0.0
269,9780000000000.0,9780010000000.0,0.0,0.0,0.0
270,9780000000000.0,9780010000000.0,0.0,0.0,0.0
271,9780000000000.0,9780010000000.0,0.0,0.0,0.0
272,9780000000000.0,9780010000000.0,0.0,0.0,0.0
273,9780000000000.0,9780010000000.0,0.0,0.0,0.058591040465053104
274,9780000000000.0,9780010000000.0,0.0,0.0,0.0
275,9780000000000.0,9780010000000.0,0.0,0.0,0.008803208545137008
276,9780000000000.0,9780010000000.0,0.0,0.0,0.0
277,9780000000000.0,9780010000000.0,0.0,0.0,0.0
278,9780000000000.0,9780010000000.0,0.0,0.0,0.010905091049403102
279,9780000000000.0,9780010000000.0,0.0,0.0,0.0
280,9780000000000.0,9780010000000.0,0.0,0.0,0.012130033878382483
281,9780000000000.0,9780010000000.0,0.0,0.0,0.03069880754085029
282,9780000000000.0,9780010000000.0,0.0,0.0,0.03430014153500663
283,9780000000000.0,9780010000000.0,0.0,0.0,0.019351021980997068
284,9780000000000.0,9780010000000.0,0.0,0.0,0.0
285,9780000000000.0,9780010000000.0,0.0,0.0,0.0
286,9780000000000.0,9780010000000.0,0.0,0.0,0.0
287,9780000000000.0,9780010000000.0,0.0,0.0,0.0
288,9780000000000.0,9780010000000.0,0.0,0.0,0.0
289,9780000000000.0,9780010000000.0,0.0,0.0,0.0
290,9780000000000.0,9780010000000.0,0.0,0.0,0.030021240045173637
291,9780000000000.0,9780010000000.0,0.0,0.0,0.0
292,9780000000000.0,9780010000000.0,0.0,0.0,0.023197125373892322
293,9780000000000.0,9780010000000.0,0.0,0.0,0.0
294,9780000000000.0,9780000000000.0,0.0,0.0,0.0
295,9780000000000.0,9780010000000.0,0.0,0.0,0.0
296,9780000000000.0,9780010000000.0,0.0,0.0,0.0
297,9780000000000.0,9780010000000.0,0.0,0.0,0.0
298,9780000000000.0,9780010000000.0,0.0,0.0,0.0
299,9780000000000.0,9780010000000.0,0.0,0.0,0.0
300,9780000000000.0,9780010000000.0,0.0,0.0,0.0
301,9780000000000.0,9780010000000.0,0.0,0.0,0.0
302,9780000000000.0,9780010000000.0,0.0,0.0,0.0
303,9780000000000.0,9780010000000.0,0.0,0.0,0.0
304,9780000000000.0,9780010000000.0,0.0,0.0,0.0
305,9780000000000.0,9780010000000.0,0.0,0.0,0.0
306,9780000000000.0,9780010000000.0,0.0,0.0,0.0
307,9780000000000.0,9780010000000.0,0.0,0.0,0.0
308,9780000000000.0,9780010000000.0,0.0,0.0,0.0
309,9780000000000.0,9780010000000.0,0.0,0.0,0.0
310,9780000000000.0,9780010000000.0,0.0,0.0,0.0
311,9780000000000.0,9780010000000.0,0.0,0.0,0.0
312,9780000000000.0,9780010000000.0,0.0,0.0,0.0
313,9780000000000.0,9780010000000.0,0.0,0.0,0.0
314,9780000000000.0,9780010000000.0,0.0,0.0,0.0
315,9780000000000.0,9780010000000.0,0.0,0.0,0.0
316,9780000000000.0,9780010000000.0,0.0,0.0,0.0
317,9780000000000.0,9780010000000.0,0.0,0.0,0.0
318,9780000000000.0,9780010000000.0,0.0,0.0,0.0
319,9780000000000.0,9780010000000.0,0.0,0.0,0.0
320,9780000000000.0,9780010000000.0,0.0,0.0,0.0
321,9780000000000.0,9780010000000.0,0.0,0.0,0.0
322,9780000000000.0,9780010000000.0,0.0,0.0,0.0
323,9780000000000.0,9780010000000.0,0.0,0.0,0.0
324,9780000000000.0,9780010000000.0,0.0,0.0,0.0
325,9780000000000.0,9780010000000.0,0.0,0.0,0.0
326,9780000000000.0,9780010000000.0,0.0,0.0,0.0
327,9780000000000.0,9780010000000.0,0.0,0.0,0.0
328,9780000000000.0,9780010000000.0,0.0,0.0,0.0
329,9780000000000.0,9780010000000.0,0.0,0.0,0.0
330,9780000000000.0,9780010000000.0,0.0,0.0,0.0
331,9780000000000.0,9780010000000.0,0.0,0.0,0.0
332,9780000000000.0,9780010000000.0,0.0,0.0,0.0
333,9780000000000.0,9780010000000.0,0.0,0.0,0.0
334,9780000000000.0,9780010000000.0,0.0,0.0,0.0
335,9780000000000.0,9780010000000.0,0.0,0.0,0.0
336,9780000000000.0,9780010000000.0,0.0,0.0,0.0
337,9780000000000.0,9780010000000.0,0.0,0.0,0.0
338,9780000000000.0,9780010000000.0,0.0,0.0,0.0
339,9780000000000.0,9780010000000.0,0.0,0.0,0.0
340,9780000000000.0,9780010000000.0,0.0,0.0,0.0
341,9780000000000.0,9780010000000.0,0.0,0.0,0.0
342,9780000000000.0,9780010000000.0,0.0,0.0,0.0
343,9780000000000.0,9780010000000.0,0.0,0.0,0.0
344,9780000000000.0,9780010000000.0,0.0,0.0,0.0
345,9780000000000.0,9780010000000.0,0.0,0.0,0.0
346,9780000000000.0,9780010000000.0,0.0,0.0,0.0
347,9780000000000.0,9780010000000.0,0.0,0.0,0.0
348,9780000000000.0,9780010000000.0,0.0,0.0,0.0
349,9780000000000.0,9780010000000.0,0.0,0.0,0.0
350,9780000000000.0,9780010000000.0,0.0,0.0,0.0
351,9780000000000.0,9780010000000.0,0.0,0.0,0.0
352,9780000000000.0,9780010000000.0,0.0,0.0,0.0
353,9780000000000.0,9780010000000.0,0.0,0.0,0.0
354,9780000000000.0,9780010000000.0,0.0,0.0,0.0
355,9780000000000.0,9780010000000.0,0.0,0.0,0.0
356,9780000000000.0,9780010000000.0,0.0,0.0,0.0
357,9780000000000.0,9780010000000.0,0.0,0.0,0.0
358,9780000000000.0,9780010000000.0,0.0,0.0,0.0
359,9780000000000.0,9780010000000.0,0.0,0.0,0.0
360,9780000000000.0,9780010000000.0,0.0,0.0,0.0
361,9780000000000.0,9780010000000.0,0.0,0.0,0.0
362,9780000000000.0,9780010000000.0,0.0,0.0,0.0
363,9780000000000.0,9780010000000.0,0.0,0.0,0.0
364,9780000000000.0,9780010000000.0,0.0,0.0,0.0
365,9780000000000.0,9780010000000.0,0.0,0.0,0.0
366,9780000000000.0,9780010000000.0,0.0,0.0,0.0
367,9780000000000.0,9780010000000.0,0.0,0.0,0.0
368,9780000000000.0,9780010000000.0,0.0,0.0,0.0
369,9780000000000.0,9780010000000.0,0.0,0.0,0.0
370,9780000000000.0,9780010000000.0,0.0,0.0,0.0
371,9780000000000.0,9780010000000.0,0.0,0.0,0.0
372,9780000000000.0,9780010000000.0,0.0,0.0,0.0
373,9780000000000.0,9780010000000.0,0.0,0.0,0.0
374,9780000000000.0,9780010000000.0,0.0,0.0,0.0
375,9780000000000.0,9780010000000.0,0.0,0.0,0.0
376,9780000000000.0,9780010000000.0,0.0,0.0,0.0
377,9780000000000.0,9780010000000.0,0.0,0.0,0.0
378,9780000000000.0,9780010000000.0,0.0,0.0,0.0
379,9780000000000.0,9780010000000.0,0.0,0.0,0.0
380,9780000000000.0,9780010000000.0,0.0,0.0,0.0
381,9780000000000.0,9780010000000.0,0.0,0.0,0.0
382,9780000000000.0,9780010000000.0,0.0,0.0,0.0
383,9780000000000.0,9780010000000.0,0.0,0.0,0.0
384,9780000000000.0,9780010000000.0,0.0,0.0,0.0
385,9780000000000.0,9780010000000.0,0.0,0.0,0.0
386,9780000000000.0,9780010000000.0,0.0,0.0,0.0
387,9780000000000.0,9780010000000.0,0.0,0.0,0.0
388,9780000000000.0,9780010000000.0,0.0,0.0,0.0
389,9780000000000.0,9780010000000.0,0.0,0.0,0.0
390,9780000000000.0,9780010000000.0,0.0,0.0,0.016908902247532765
391,9780000000000.0,9780010000000.0,0.0,0.0,0.0
392,9780000000000.0,9780010000000.0,0.0,0.0,0.0
393,9780000000000.0,9780010000000.0,0.0,0.0,0.030156483976082487
394,9780000000000.0,9780010000000.0,0.0,0.0,0.0
395,9780000000000.0,9780010000000.0,0.0,0.0,0.010953505724663831
396,9780000000000.0,9780010000000.0,0.0,0.0,0.01665207096316858
397,9780000000000.0,9780010000000.0,0.0,0.0,0.007171400972649361
398,9780000000000.0,9780010000000.0,0.0,0.0,0.01776899029582692
399,9780000000000.0,9780010000000.0,0.0,0.0,0.02778256397249879
400,9780000000000.0,9780010000000.0,0.0,0.0,0.0
401,9780000000000.0,9780010000000.0,0.0,0.0,0.02937935256298725
402,9780000000000.0,9780010000000.0,0.0,0.0,0.002851780368720734
403,9780000000000.0,9780010000000.0,0.0,0.0,0.02966457373661683
404,9780000000000.0,9780010000000.0,0.0,0.0,0.017688203841811547
405,9780000000000.0,9780010000000.0,0.0,0.0,0.0
406,9780000000000.0,9780010000000.0,0.0,0.0,0.0
407,9780000000000.0,9780010000000.0,0.0,0.0,0.009639210668352265
408,9780000000000.0,9780010000000.0,0.0,0.0,0.010993823852202694
409,9780000000000.0,9780010000000.0,0.0,0.0,0.027544853271065303
410,9780000000000.0,9780010000000.0,0.0,0.0,0.009034773258171886
411,9780000000000.0,9780010000000.0,0.0,0.0,0.0068888019908167715
412,9780000000000.0,9780010000000.0,0.0,0.0,0.0
413,9780000000000.0,9780010000000.0,0.0,0.0,0.0
414,9780000000000.0,9780010000000.0,0.0,0.0,0.0
415,9780000000000.0,9780010000000.0,0.0,0.0,0.0
416,9780000000000.0,9780010000000.0,0.0,0.0,0.0
417,9780000000000.0,9780010000000.0,0.0,0.0,0.0
418,9780000000000.0,9780010000000.0,0.0,0.0,0.0068332204152963105
419,9780000000000.0,9780010000000.0,0.0,0.0,0.0
420,9780000000000.0,9780010000000.0,0.0,0.0,0.004638108299193819
421,9780000000000.0,9780010000000.0,0.0,0.0,0.02360323455361533
422,9780000000000.0,9780010000000.0,0.0,0.0,0.005055957625080307
423,9780000000000.0,9780010000000.0,0.0,0.0,0.005987904199714103
424,9780000000000.0,9780010000000.0,0.0,0.0,0.002636747298453028
425,9780000000000.0,9780010000000.0,0.0,0.0,0.0
426,9780000000000.0,9780010000000.0,0.0,0.0,0.010404731997731221
427,9780000000000.0,9780010000000.0,0.0,0.0,0.0
428,9780000000000.0,9780010000000.0,0.0,0.0,0.01638299220045848
429,9780000000000.0,9780010000000.0,0.0,0.0,0.014890139497253884
430,9780000000000.0,9780010000000.0,0.0,0.0,0.03450645741440255
431,9780000000000.0,9780010000000.0,0.0,0.0,0.01212611868622232
432,9780000000000.0,9780010000000.0,0.0,0.0,0.013692732268056399
433,9780000000000.0,9780010000000.0,0.0,0.0,0.049958054508720505
434,9780000000000.0,9780010000000.0,0.0,0.0,0.01917588083097501
435,9780000000000.0,9780010000000.0,0.0,0.0,0.03006300102028791
436,9780000000000.0,9780010000000.0,0.0,0.0,0.04524394574186777
